115	247	-347	4
115	247	-347	4
119	246	-346	4
119	246	-346	4
115	248	-346	4
115	248	-346	4
117	247	-346	4
117	247	-346	4
115	246	-346	4
115	246	-346	4
115	247	-346	4
115	247	-346	4
116	247	-346	4
116	247	-346	4
114	247	-347	4
114	247	-347	4
117	248	-347	4
117	248	-347	4
115	248	-346	4
115	248	-346	4
117	249	-346	4
117	249	-346	4
116	246	-346	4
116	246	-346	4
114	247	-347	4
114	247	-347	4
118	247	-347	4
118	247	-347	4
115	248	-346	4
115	248	-346	4
117	247	-345	4
117	247	-345	4
116	247	-346	4
116	247	-346	4
115	247	-347	4
115	247	-347	4
118	247	-346	4
118	247	-346	4
115	249	-345	4
115	249	-345	4
117	248	-346	4
117	248	-346	4
115	248	-346	4
115	248	-346	4
115	247	-346	4
115	247	-346	4
117	247	-346	4
117	247	-346	4
114	248	-346	4
114	248	-346	4
118	247	-346	4
118	247	-346	4
115	247	-347	4
115	247	-347	4
116	249	-345	4
116	249	-345	4
117	246	-346	4
117	246	-346	4
115	249	-346	4
115	249	-346	4
118	247	-347	4
118	247	-347	4
113	248	-345	4
113	248	-345	4
118	247	-347	4
118	247	-347	4
115	247	-346	4
115	247	-346	4
115	248	-346	4
115	248	-346	4
116	247	-347	4
116	247	-347	4
115	248	-345	4
115	248	-345	4
117	247	-345	4
117	247	-345	4
115	248	-345	4
115	248	-345	4
117	248	-346	4
117	248	-346	4
116	247	-344	4
116	247	-344	4
115	248	-346	4
115	248	-346	4
118	247	-347	4
118	247	-347	4
115	247	-346	4
115	247	-346	4
117	248	-346	4
117	248	-346	4
115	247	-345	4
115	247	-345	4
115	248	-346	4
115	248	-346	4
117	247	-346	4
117	247	-346	4
114	248	-346	4
114	248	-346	4
118	246	-346	4
118	246	-346	4
115	249	-345	4
115	249	-345	4
116	247	-346	4
116	247	-346	4
116	247	-346	4
116	247	-346	4
113	248	-346	4
113	248	-346	4
118	247	-346	4
118	247	-346	4
115	248	-347	4
115	248	-347	4
117	248	-347	4
117	248	-347	4
116	246	-346	4
116	246	-346	4
115	248	-345	4
115	248	-345	4
118	246	-347	4
118	246	-347	4
114	246	-345	4
114	246	-345	4
117	247	-347	4
117	247	-347	4
115	247	-346	4
115	247	-346	4
115	248	-346	4
115	248	-346	4
116	246	-345	4
116	246	-345	4
114	248	-346	4
114	248	-346	4
117	247	-347	4
117	247	-347	4
115	248	-345	4
115	248	-345	4
116	247	-346	4
116	247	-346	4
116	247	-346	4
116	247	-346	4
115	247	-348	4
115	247	-348	4
118	247	-345	4
118	247	-345	4
113	247	-346	4
113	247	-346	4
117	246	-347	4
117	246	-347	4
115	247	-346	4
115	247	-346	4
115	248	-346	4
115	248	-346	4
116	247	-345	4
116	247	-345	4
114	247	-345	4
114	247	-345	4
118	247	-346	4
118	247	-346	4
114	247	-346	4
114	247	-346	4
116	248	-345	4
116	248	-345	4
115	248	-345	4
115	248	-345	4
115	248	-346	4
115	248	-346	4
117	246	-346	4
117	246	-346	4
114	247	-344	4
114	247	-344	4
117	246	-346	4
117	246	-346	4
115	248	-346	4
115	248	-346	4
117	247	-346	4
117	247	-346	4
117	247	-344	4
117	247	-344	4
114	248	-345	4
114	248	-345	4
118	245	-346	4
118	245	-346	4
115	247	-347	4
115	247	-347	4
117	247	-346	4
117	247	-346	4
116	247	-345	4
116	247	-345	4
115	247	-346	4
115	247	-346	4
117	247	-346	4
117	247	-346	4
115	247	-346	4
115	247	-346	4
117	247	-346	4
117	247	-346	4
116	248	-346	4
116	248	-346	4
116	247	-347	4
116	247	-347	4
117	246	-347	4
117	246	-347	4
114	248	-346	4
114	248	-346	4
118	247	-346	4
118	247	-346	4
115	248	-345	4
115	248	-345	4
116	247	-347	4
116	247	-347	4
116	247	-347	4
116	247	-347	4
116	248	-346	4
116	248	-346	4
117	247	-345	4
117	247	-345	4
115	247	-346	4
115	247	-346	4
117	247	-345	4
117	247	-345	4
116	247	-346	4
116	247	-346	4
116	248	-346	4
116	248	-346	4
117	247	-346	4
117	247	-346	4
114	249	-346	4
114	249	-346	4
118	246	-346	4
118	246	-346	4
115	246	-345	4
115	246	-345	4
116	247	-347	4
116	247	-347	4
116	246	-346	4
116	246	-346	4
115	247	-346	4
115	247	-346	4
117	246	-346	4
117	246	-346	4
114	248	-347	4
114	248	-347	4
118	247	-346	4
118	247	-346	4
115	247	-344	4
115	247	-344	4
115	248	-347	4
115	248	-347	4
118	247	-345	4
118	247	-345	4
114	247	-346	4
114	247	-346	4
117	247	-347	4
117	247	-347	4
115	246	-345	4
115	246	-345	4
116	247	-346	4
116	247	-346	4
116	246	-346	4
116	246	-346	4
115	248	-346	4
115	248	-346	4
117	246	-347	4
117	246	-347	4
113	248	-346	4
113	248	-346	4
117	247	-345	4
117	247	-345	4
116	247	-346	4
116	247	-346	4
116	248	-346	4
116	248	-346	4
117	246	-346	4
117	246	-346	4
115	248	-345	4
115	248	-345	4
118	248	-347	4
118	248	-347	4
114	247	-345	4
114	247	-345	4
116	248	-346	4
116	248	-346	4
116	247	-345	4
116	247	-345	4
113	248	-347	4
113	248	-347	4
118	247	-345	4
118	247	-345	4
115	247	-345	4
115	247	-345	4
117	247	-344	4
117	247	-344	4
115	246	-345	4
115	246	-345	4
115	247	-346	4
115	247	-346	4
118	246	-346	4
118	246	-346	4
115	248	-345	4
115	248	-345	4
118	245	-346	4
118	245	-346	4
114	247	-346	4
114	247	-346	4
117	247	-346	4
117	247	-346	4
117	246	-346	4
117	246	-346	4
113	248	-346	4
113	248	-346	4
118	247	-345	4
118	247	-345	4
114	248	-345	4
114	248	-345	4
117	246	-347	4
117	246	-347	4
115	247	-345	4
115	247	-345	4
115	248	-346	4
115	248	-346	4
117	247	-346	4
117	247	-346	4
115	248	-346	4
115	248	-346	4
117	246	-345	4
117	246	-345	4
115	248	-345	4
115	248	-345	4
116	247	-346	4
116	247	-346	4
116	246	-345	4
116	246	-345	4
114	247	-346	4
114	247	-346	4
118	246	-345	4
118	246	-345	4
114	246	-346	4
114	246	-346	4
117	248	-346	4
117	248	-346	4
116	247	-345	4
116	247	-345	4
115	248	-345	4
115	248	-345	4
117	247	-346	4
117	247	-346	4
114	247	-345	4
114	247	-345	4
117	247	-346	4
117	247	-346	4
114	248	-345	4
114	248	-345	4
116	247	-346	4
116	247	-346	4
117	246	-346	4
117	246	-346	4
114	249	-346	4
114	249	-346	4
117	246	-346	4
117	246	-346	4
114	248	-345	4
114	248	-345	4
117	246	-347	4
117	246	-347	4
115	246	-346	4
115	246	-346	4
115	248	-345	4
115	248	-345	4
117	247	-346	4
117	247	-346	4
114	247	-346	4
114	247	-346	4
117	247	-347	4
117	247	-347	4
116	247	-345	4
116	247	-345	4
115	247	-346	4
115	247	-346	4
117	246	-345	4
117	246	-345	4
114	248	-345	4
114	248	-345	4
117	246	-344	4
117	246	-344	4
114	247	-345	4
114	247	-345	4
117	247	-346	4
117	247	-346	4
116	246	-346	4
116	246	-346	4
115	247	-346	4
115	247	-346	4
117	246	-344	4
117	246	-344	4
115	248	-345	4
115	248	-345	4
118	247	-347	4
118	247	-347	4
116	245	-347	4
116	245	-347	4
116	248	-346	4
116	248	-346	4
117	247	-345	4
117	247	-345	4
114	248	-346	4
114	248	-346	4
119	247	-347	4
119	247	-347	4
115	247	-345	4
115	247	-345	4
116	246	-346	4
116	246	-346	4
116	247	-345	4
116	247	-345	4
114	247	-346	4
114	247	-346	4
118	246	-345	4
118	246	-345	4
113	248	-345	4
113	248	-345	4
116	247	-347	4
116	247	-347	4
115	246	-345	4
115	246	-345	4
117	247	-347	4
117	247	-347	4
117	246	-345	4
117	246	-345	4
113	247	-346	4
113	247	-346	4
117	247	-345	4
117	247	-345	4
114	247	-346	4
114	247	-346	4
116	248	-346	4
116	248	-346	4
117	246	-346	4
117	246	-346	4
115	247	-347	4
115	247	-347	4
118	246	-346	4
118	246	-346	4
113	247	-346	4
113	247	-346	4
118	248	-346	4
118	248	-346	4
115	247	-346	4
115	247	-346	4
116	248	-346	4
116	248	-346	4
117	247	-346	4
117	247	-346	4
113	248	-344	4
113	248	-344	4
118	247	-347	4
118	247	-347	4
115	247	-345	4
115	247	-345	4
115	248	-346	4
115	248	-346	4
117	246	-346	4
117	246	-346	4
115	248	-345	4
115	248	-345	4
118	246	-346	4
118	246	-346	4
114	248	-346	4
114	248	-346	4
117	247	-346	4
117	247	-346	4
116	247	-345	4
116	247	-345	4
115	248	-347	4
115	248	-347	4
117	247	-347	4
117	247	-347	4
115	246	-345	4
115	246	-345	4
117	247	-345	4
117	247	-345	4
115	247	-346	4
115	247	-346	4
116	248	-346	4
116	248	-346	4
117	246	-345	4
117	246	-345	4
114	248	-345	4
114	248	-345	4
118	246	-346	4
118	246	-346	4
115	247	-345	4
115	247	-345	4
116	247	-347	4
116	247	-347	4
117	247	-345	4
117	247	-345	4
115	248	-345	4
115	248	-345	4
117	246	-346	4
117	246	-346	4
115	248	-346	4
115	248	-346	4
118	247	-346	4
118	247	-346	4
115	248	-344	4
115	248	-344	4
116	248	-347	4
116	248	-347	4
117	246	-345	4
117	246	-345	4
115	247	-345	4
115	247	-345	4
118	246	-346	4
118	246	-346	4
115	247	-345	4
115	247	-345	4
117	248	-345	4
117	248	-345	4
115	247	-346	4
115	247	-346	4
114	247	-345	4
114	247	-345	4
117	246	-346	4
117	246	-346	4
114	249	-345	4
114	249	-345	4
117	247	-347	4
117	247	-347	4
115	248	-345	4
115	248	-345	4
116	248	-346	4
116	248	-346	4
116	246	-346	4
116	246	-346	4
115	248	-346	4
115	248	-346	4
116	245	-347	4
116	245	-347	4
114	247	-344	4
114	247	-344	4
116	247	-346	4
116	247	-346	4
116	247	-346	4
116	247	-346	4
115	248	-346	4
115	248	-346	4
118	246	-345	4
118	246	-345	4
113	248	-346	4
113	248	-346	4
116	246	-346	4
116	246	-346	4
115	247	-344	4
115	247	-344	4
115	247	-346	4
115	247	-346	4
117	247	-345	4
117	247	-345	4
114	249	-346	4
114	249	-346	4
117	246	-346	4
117	246	-346	4
115	247	-345	4
115	247	-345	4
116	247	-346	4
116	247	-346	4
116	248	-344	4
116	248	-344	4
115	248	-345	4
115	248	-345	4
116	247	-346	4
116	247	-346	4
113	246	-345	4
113	246	-345	4
116	247	-346	4
116	247	-346	4
117	247	-345	4
117	247	-345	4
116	247	-347	4
116	247	-347	4
116	247	-346	4
116	247	-346	4
115	248	-345	4
115	248	-345	4
117	246	-347	4
117	246	-347	4
114	247	-345	4
114	247	-345	4
116	247	-346	4
116	247	-346	4
116	246	-346	4
116	246	-346	4
115	248	-346	4
115	248	-346	4
116	247	-346	4
116	247	-346	4
114	247	-344	4
114	247	-344	4
117	247	-347	4
117	247	-347	4
116	248	-345	4
116	248	-345	4
115	248	-346	4
115	248	-346	4
116	246	-346	4
116	246	-346	4
114	247	-346	4
114	247	-346	4
118	247	-346	4
118	247	-346	4
116	247	-345	4
116	247	-345	4
117	248	-346	4
117	248	-346	4
116	247	-345	4
116	247	-345	4
115	248	-345	4
115	248	-345	4
118	246	-346	4
118	246	-346	4
114	247	-345	4
114	247	-345	4
117	248	-345	4
117	248	-345	4
116	248	-347	4
116	248	-347	4
116	248	-346	4
116	248	-346	4
117	246	-345	4
117	246	-345	4
115	247	-345	4
115	247	-345	4
119	247	-346	4
119	247	-346	4
115	248	-344	4
115	248	-344	4
116	248	-345	4
116	248	-345	4
116	247	-345	4
116	247	-345	4
115	248	-346	4
115	248	-346	4
118	247	-345	4
118	247	-345	4
115	247	-345	4
115	247	-345	4
118	247	-346	4
118	247	-346	4
116	247	-346	4
116	247	-346	4
115	247	-347	4
115	247	-347	4
117	247	-347	4
117	247	-347	4
115	248	-345	4
115	248	-345	4
117	247	-347	4
117	247	-347	4
115	246	-345	4
115	246	-345	4
116	248	-346	4
116	248	-346	4
116	247	-345	4
116	247	-345	4
114	246	-346	4
114	246	-346	4
118	247	-346	4
118	247	-346	4
114	248	-346	4
114	248	-346	4
116	247	-346	4
116	247	-346	4
115	246	-347	4
115	246	-347	4
115	248	-346	4
115	248	-346	4
116	246	-346	4
116	246	-346	4
115	247	-346	4
115	247	-346	4
117	247	-345	4
117	247	-345	4
115	247	-346	4
115	247	-346	4
116	247	-345	4
116	247	-345	4
116	247	-344	4
116	247	-344	4
115	247	-345	4
115	247	-345	4
118	245	-346	4
118	245	-346	4
113	247	-346	4
113	247	-346	4
117	246	-346	4
117	246	-346	4
116	247	-345	4
116	247	-345	4
115	247	-346	4
115	247	-346	4
117	246	-345	4
117	246	-345	4
114	247	-347	4
114	247	-347	4
117	247	-347	4
117	247	-347	4
115	247	-345	4
115	247	-345	4
116	248	-346	4
116	248	-346	4
117	246	-345	4
117	246	-345	4
115	248	-346	4
115	248	-346	4
118	247	-346	4
118	247	-346	4
115	248	-345	4
115	248	-345	4
117	248	-347	4
117	248	-347	4
115	248	-345	4
115	248	-345	4
115	247	-345	4
115	247	-345	4
118	247	-345	4
118	247	-345	4
115	247	-345	4
115	247	-345	4
118	246	-345	4
118	246	-345	4
116	248	-346	4
116	248	-346	4
117	248	-346	4
117	248	-346	4
116	246	-345	4
116	246	-345	4
114	248	-345	4
114	248	-345	4
117	247	-347	4
117	247	-347	4
114	247	-344	4
114	247	-344	4
118	246	-346	4
118	246	-346	4
116	248	-344	4
116	248	-344	4
116	248	-345	4
116	248	-345	4
118	247	-345	4
118	247	-345	4
114	248	-344	4
114	248	-344	4
117	248	-346	4
117	248	-346	4
115	246	-344	4
115	246	-344	4
117	248	-345	4
117	248	-345	4
118	245	-345	4
118	245	-345	4
115	248	-344	4
115	248	-344	4
118	246	-346	4
118	246	-346	4
114	248	-345	4
114	248	-345	4
117	247	-346	4
117	247	-346	4
116	247	-344	4
116	247	-344	4
114	247	-346	4
114	247	-346	4
117	247	-346	4
117	247	-346	4
115	247	-345	4
115	247	-345	4
116	247	-345	4
116	247	-345	4
116	246	-346	4
116	246	-346	4
115	247	-346	4
115	247	-346	4
117	247	-345	4
117	247	-345	4
114	248	-345	4
114	248	-345	4
117	246	-347	4
117	246	-347	4
116	247	-346	4
116	247	-346	4
116	247	-346	4
116	247	-346	4
116	247	-347	4
116	247	-347	4
115	248	-346	4
115	248	-346	4
117	247	-345	4
117	247	-345	4
115	248	-345	4
115	248	-345	4
117	248	-345	4
117	248	-345	4
115	247	-346	4
115	247	-346	4
116	247	-345	4
116	247	-345	4
117	247	-345	4
117	247	-345	4
114	247	-345	4
114	247	-345	4
118	246	-345	4
118	246	-345	4
115	248	-344	4
115	248	-344	4
116	248	-345	4
116	248	-345	4
116	247	-344	4
116	247	-344	4
115	247	-344	4
115	247	-344	4
117	247	-344	4
117	247	-344	4
114	248	-343	4
114	248	-343	4
117	248	-344	4
117	248	-344	4
116	247	-344	4
116	247	-344	4
115	248	-345	4
115	248	-345	4
117	245	-344	4
117	245	-344	4
114	248	-344	4
114	248	-344	4
117	247	-344	4
117	247	-344	4
115	248	-344	4
115	248	-344	4
116	247	-345	4
116	247	-345	4
116	246	-344	4
116	246	-344	4
115	248	-343	4
115	248	-343	4
118	247	-345	4
118	247	-345	4
114	248	-345	4
114	248	-345	4
116	247	-345	4
116	247	-345	4
114	247	-345	4
114	247	-345	4
115	248	-344	4
115	248	-344	4
117	247	-344	4
117	247	-344	4
114	248	-344	4
114	248	-344	4
118	248	-344	4
118	248	-344	4
116	247	-344	4
116	247	-344	4
117	247	-345	4
117	247	-345	4
115	248	-344	4
115	248	-344	4
115	247	-344	4
115	247	-344	4
117	246	-345	4
117	246	-345	4
114	247	-346	4
114	247	-346	4
117	248	-345	4
117	248	-345	4
117	247	-344	4
117	247	-344	4
116	248	-344	4
116	248	-344	4
117	246	-344	4
117	246	-344	4
113	247	-343	4
113	247	-343	4
118	247	-345	4
118	247	-345	4
115	247	-345	4
115	247	-345	4
116	248	-345	4
116	248	-345	4
116	247	-345	4
116	247	-345	4
114	248	-344	4
114	248	-344	4
118	247	-344	4
118	247	-344	4
114	248	-343	4
114	248	-343	4
116	247	-344	4
116	247	-344	4
116	247	-344	4
116	247	-344	4
114	247	-344	4
114	247	-344	4
117	246	-344	4
117	246	-344	4
114	247	-344	4
114	247	-344	4
118	247	-344	4
118	247	-344	4
115	246	-344	4
115	246	-344	4
116	246	-343	4
116	246	-343	4
116	247	-344	4
116	247	-344	4
115	249	-344	4
115	249	-344	4
118	246	-345	4
118	246	-345	4
114	247	-343	4
114	247	-343	4
117	247	-344	4
117	247	-344	4
116	247	-343	4
116	247	-343	4
115	247	-344	4
115	247	-344	4
117	247	-343	4
117	247	-343	4
115	247	-344	4
115	247	-344	4
118	247	-344	4
118	247	-344	4
115	247	-343	4
115	247	-343	4
116	246	-346	4
116	246	-346	4
117	247	-344	4
117	247	-344	4
115	248	-344	4
115	248	-344	4
119	247	-344	4
119	247	-344	4
114	248	-343	4
114	248	-343	4
116	247	-346	4
116	247	-346	4
116	247	-344	4
116	247	-344	4
115	248	-344	4
115	248	-344	4
117	246	-343	4
117	246	-343	4
114	247	-344	4
114	247	-344	4
117	247	-345	4
117	247	-345	4
116	247	-343	4
116	247	-343	4
117	247	-344	4
117	247	-344	4
117	247	-345	4
117	247	-345	4
114	248	-345	4
114	248	-345	4
117	246	-345	4
117	246	-345	4
115	248	-343	4
115	248	-343	4
116	248	-345	4
116	248	-345	4
117	247	-344	4
117	247	-344	4
116	248	-345	4
116	248	-345	4
117	246	-343	4
117	246	-343	4
115	247	-344	4
115	247	-344	4
117	246	-345	4
117	246	-345	4
115	247	-345	4
115	247	-345	4
116	248	-346	4
116	248	-346	4
116	248	-345	4
116	248	-345	4
115	248	-345	4
115	248	-345	4
117	246	-344	4
117	246	-344	4
115	248	-343	4
115	248	-343	4
116	248	-344	4
116	248	-344	4
116	246	-345	4
116	246	-345	4
116	247	-344	4
116	247	-344	4
118	246	-346	4
118	246	-346	4
113	249	-344	4
113	249	-344	4
118	247	-347	4
118	247	-347	4
115	247	-346	4
115	247	-346	4
116	247	-345	4
116	247	-345	4
117	246	-344	4
117	246	-344	4
114	247	-345	4
114	247	-345	4
118	247	-345	4
118	247	-345	4
116	248	-345	4
116	248	-345	4
115	247	-344	4
115	247	-344	4
116	247	-345	4
116	247	-345	4
114	248	-346	4
114	248	-346	4
117	246	-346	4
117	246	-346	4
114	248	-344	4
114	248	-344	4
116	248	-345	4
116	248	-345	4
115	247	-345	4
115	247	-345	4
115	247	-345	4
115	247	-345	4
117	247	-344	4
117	247	-344	4
114	248	-344	4
114	248	-344	4
118	246	-345	4
118	246	-345	4
114	247	-344	4
114	247	-344	4
116	247	-345	4
116	247	-345	4
116	247	-344	4
116	247	-344	4
114	248	-344	4
114	248	-344	4
117	246	-345	4
117	246	-345	4
114	248	-346	4
114	248	-346	4
117	247	-345	4
117	247	-345	4
116	247	-345	4
116	247	-345	4
117	247	-345	4
117	247	-345	4
115	246	-343	4
115	246	-343	4
115	248	-344	4
115	248	-344	4
118	247	-344	4
118	247	-344	4
115	247	-345	4
115	247	-345	4
116	246	-344	4
116	246	-344	4
117	247	-345	4
117	247	-345	4
115	248	-345	4
115	248	-345	4
117	246	-345	4
117	246	-345	4
113	247	-344	4
113	247	-344	4
117	247	-346	4
117	247	-346	4
116	246	-344	4
116	246	-344	4
116	248	-344	4
116	248	-344	4
118	246	-344	4
118	246	-344	4
113	247	-344	4
113	247	-344	4
117	248	-344	4
117	248	-344	4
116	247	-343	4
116	247	-343	4
116	246	-345	4
116	246	-345	4
116	246	-344	4
116	246	-344	4
115	248	-344	4
115	248	-344	4
118	248	-345	4
118	248	-345	4
113	246	-344	4
113	246	-344	4
117	246	-345	4
117	246	-345	4
115	246	-344	4
115	246	-344	4
116	250	-344	4
116	250	-344	4
118	247	-345	4
118	247	-345	4
114	248	-345	4
114	248	-345	4
118	247	-345	4
118	247	-345	4
115	247	-346	4
115	247	-346	4
116	247	-344	4
116	247	-344	4
116	247	-344	4
116	247	-344	4
114	247	-343	4
114	247	-343	4
117	246	-346	4
117	246	-346	4
115	248	-345	4
115	248	-345	4
117	247	-346	4
117	247	-346	4
115	246	-345	4
115	246	-345	4
115	247	-346	4
115	247	-346	4
116	246	-344	4
116	246	-344	4
115	248	-346	4
115	248	-346	4
117	247	-346	4
117	247	-346	4
114	247	-345	4
114	247	-345	4
116	248	-347	4
116	248	-347	4
116	246	-346	4
116	246	-346	4
115	247	-345	4
115	247	-345	4
118	247	-346	4
118	247	-346	4
114	247	-344	4
114	247	-344	4
116	248	-345	4
116	248	-345	4
116	247	-346	4
116	247	-346	4
116	248	-346	4
116	248	-346	4
118	246	-346	4
118	246	-346	4
115	247	-343	4
115	247	-343	4
117	246	-347	4
117	246	-347	4
116	246	-346	4
116	246	-346	4
116	246	-346	4
116	246	-346	4
116	246	-345	4
116	246	-345	4
115	248	-345	4
115	248	-345	4
117	246	-346	4
117	246	-346	4
114	248	-346	4
114	248	-346	4
116	247	-347	4
116	247	-347	4
116	247	-344	4
116	247	-344	4
115	247	-345	4
115	247	-345	4
117	246	-346	4
117	246	-346	4
114	247	-346	4
114	247	-346	4
117	247	-345	4
117	247	-345	4
115	247	-345	4
115	247	-345	4
116	248	-346	4
116	248	-346	4
116	246	-346	4
116	246	-346	4
114	248	-346	4
114	248	-346	4
117	246	-346	4
117	246	-346	4
114	246	-345	4
114	246	-345	4
116	247	-346	4
116	247	-346	4
115	245	-344	4
115	245	-344	4
114	247	-344	4
114	247	-344	4
117	246	-344	4
117	246	-344	4
113	247	-345	4
113	247	-345	4
117	246	-347	4
117	246	-347	4
115	247	-346	4
115	247	-346	4
116	247	-345	4
116	247	-345	4
117	247	-346	4
117	247	-346	4
113	248	-346	4
113	248	-346	4
119	247	-346	4
119	247	-346	4
116	248	-345	4
116	248	-345	4
116	246	-346	4
116	246	-346	4
116	246	-345	4
116	246	-345	4
115	248	-345	4
115	248	-345	4
118	246	-346	4
118	246	-346	4
113	247	-346	4
113	247	-346	4
117	248	-347	4
117	248	-347	4
116	247	-345	4
116	247	-345	4
115	246	-346	4
115	246	-346	4
116	247	-345	4
116	247	-345	4
113	247	-346	4
113	247	-346	4
117	247	-346	4
117	247	-346	4
115	247	-346	4
115	247	-346	4
116	247	-345	4
116	247	-345	4
116	247	-345	4
116	247	-345	4
115	248	-346	4
115	248	-346	4
117	245	-345	4
117	245	-345	4
113	248	-345	4
113	248	-345	4
118	247	-345	4
118	247	-345	4
116	247	-346	4
